post_id,source,text,label
17564174_gab,gab,lol live white nigger ghetto claim no white niggerhood former english teacher slum feel choose unlike fellow city rats mode comm,hatespeech
1179018252304945153_twitter,twitter,USER USER yes actually old traditional alba rose large feet height rain june full white blooms late spring amazing really maintenance free no lazy make jelly,normal
1179079220514832384_twitter,twitter,weather jadakiss dykes,normal
25571282_gab,gab,yeah watched shit america no fucking idea point suspect message thc dependent not enough system looks like bunch ghetto bullshit,offensive
16397101_gab,gab,well cuz da jews suck dose babydicks,hatespeech
17261158_gab,gab,every time neocohens neolibshits bomb moslem country holding elections islamist party inevitably wins idea majority iranians want anything islamic theocracy empirically groundless seeing iran streets vocal minority,offensive
1187943154714075141_twitter,twitter,everybody criticize lebron w nigga done last yrs lol,normal
15824604_gab,gab,not leave work hours ago shit tier kike lol tell hooknosed bosses send someone better shift ends,hatespeech
17439443_gab,gab,gays love communism especially islam want try see fly tall buildings pack carpet kissers helping show not racist lol,hatespeech
1178843027747606528_twitter,twitter,USER USER USER clown_face clownery luv swear coons need stop submissive white people,hatespeech
1171472139720937475_twitter,twitter,USER club diego tho stripper poles stripper hoes,normal
1179076551863717889_twitter,twitter,USER sentence harshest punishment ever given white person three months community service restored position force backpay bonus written apology victim family putting ordeal,normal
287620657783656449_twitter,twitter,funfact genghis khan killed people holocaust,offensive
17653167_gab,gab,thirld world migrants deported sweden commit really serious crimes questioning number jews gassed recycled lampshades alleged holocaust,offensive
1165052589660147717_twitter,twitter,friend saying suicide squad better avengers like bitch say triple dare,normal
13941614_gab,gab,famous black millionaire athletes not love country pretty decisive proof blacks never peaceably coexist w whites,offensive
21210654_gab,gab,whatever leftist muslim piece shit downvoted post let clear go fuck mother admit called prophet muhammad pervert fool britainfirst freejaydafransen freepaulgolding,hatespeech
1104694076274761728_twitter,twitter,laptop freeze freeze ghetto face_with_medical_mask,offensive
1179085970588815360_twitter,twitter,okay cute gay boy handsome one pretty girl hot ass dyke fishy queen,offensive
1192858488948453377_twitter,twitter,USER nazi,normal
1178873953332465664_twitter,twitter,USER gay faggotry,offensive
16600919_gab,gab,goat fucking woman beating child raping sand niggers everywhere,hatespeech
26871375_gab,gab,ibor dumb boomer kike shill proposition paul nehlen shall not censor worth,hatespeech
24770559_gab,gab,thought wendy wasserman schultz one ugly jewess dig disgusting jews caricatures humans michellewolf journalists killjournalists,hatespeech
20529027_gab,gab,kill nigger like love,hatespeech
14441354_gab,gab,wanna white really really bad fucking wetback,hatespeech
27605417_gab,gab,miss america shall embrace beer beer makes fat women look beautiful,normal
1612877_gab,gab,funny gay lover no idea homophobes came trump voters,normal
1178863549692743683_twitter,twitter,going start exercising constitutional right call people dumb faggots public,hatespeech
19518668_gab,gab,typical asians not complain nearly much blacks world unfair best make good,offensive
1179095548453883906_twitter,twitter,watching unbelievable netflix rapist copy ethical slut unbelievable,normal
1080613322905567232_twitter,twitter,USER rly enjoying gay moment urs,normal
1103507021104525313_twitter,twitter,newsom wants train not newsom wants train not guy fucking quack would vote,normal
8032841_gab,gab,course towelhead perps perps police radar nothing,hatespeech
8568593_gab,gab,obnoxious nigger bitch tucker show deserves noose put around neck hanged dead,hatespeech
18897682_gab,gab,jews israel democracy mideast,normal
1255982260815368193_twitter,twitter,USER true religion islam excellency proud muslim respect religions,normal
1230604024711438355_twitter,twitter,love women thinks playing,normal
1184136970651332608_twitter,twitter,USER know girls came literally said get raped cole tried get clout whole situation,normal
1179092848924336128_twitter,twitter,not said enough fuck white bitches,hatespeech
2477995_gab,gab,let get straight google youtube facebook msm targeting free speech name fakenews protect sleezy pizza place okay shutting bakery chooses not make cake gay wedding smell guilt,normal
1123340794218393600_twitter,twitter,recoupping however inmate boulder men scum distinctively immigrate,normal
3418902_gab,gab,USER explains not problem white genocide not white kike hates european whites fuck,hatespeech
25936705_gab,gab,princess diana illegitimate son negress,offensive
1178538620573097985_twitter,twitter,USER yuh nigga ima cowboys fan unlike ur patriot faggot ass,offensive
16137081_gab,gab,uk election postal vote exploited muslims particular female muslims give vote whomever imam says muslim candidate bring voters register muslim house job done,offensive
16445163_gab,gab,twitter banning hours showing usa exactly feels like living communist state thing missing getting raped muslim watching child getting married raped old man,hatespeech
12568127_gab,gab,nigger shot church immigrant sudan,hatespeech
22733192_gab,gab,another lying friggin nigger,hatespeech
27175705_gab,gab,research tony find mohammed illiterate sand nigger married jewesses rabbis behind whole islamic scam jews arabs basically inbred cousins neither jews muzzies business white civilizations,hatespeech
1179094727460818946_twitter,twitter,always upset white person black person dying white mentions upset af hoe well person_shrugging medium dark_skin_tone female_sign,normal
1214857869268381696_twitter,twitter,USER USER billion muslims world stop generalizing redneck uneducated uniformed bigot,offensive
16976936_gab,gab,go live beloved niggers response kind shit oh u hate white ppl u live shitty ghetto blacks not,hatespeech
19044567_gab,gab,best alt righters gays jews hahahaha,offensive
25089705_gab,gab,thought obligation tell listeners truth not made concocted narrative scripted make sound good lick ass trying get high ratings wonder rights another ghetto news reader,offensive
1179067724384931846_twitter,twitter,USER USER saw video family members walking courtroom looked like white supremacist klansmen especially males not look like used wearing suits comfortable white robes,normal
18830234_gab,gab,scroll timeline slut bragging getting professional white basketball player pay nigglet bastard father ran pol ran,hatespeech
1179090454454951936_twitter,twitter,real madrid fucking joke bro face_with_tears_of_joy,normal
7243753_gab,gab,uneducated white trash un failure not supporter transnational organizations whole exchange fucktardery gay image macro,offensive
1178763669397790722_twitter,twitter,USER let us queer person goes publicly say straight people killed would ok reverse homophobia not exist face_with_rolling_eyes,normal
1105577547675459586_twitter,twitter,listen songs everyday love ariana blackpink weary_face selena release new albums please,normal
11334455_gab,gab,hoping clean lot shit houston like katrina new orleans louisiana used katrina dump niggers houston crime rates went fucking roof,hatespeech
1116784484005941249_twitter,twitter,make separate country illegal aliens call mexico,normal
26345095_gab,gab,deport hogg wetback dyke,hatespeech
1236366818044006400_twitter,twitter,USER sur regrette women cheat red_heart person_shrugging medium_skin_tone female_sign,normal
1233736075065069568_twitter,twitter,USER hate fucking much max better not talk anyone,normal
1266873689741701121_twitter,twitter,USER found violent nazis organizing riots,normal
14446738_gab,gab,goddamnit USER delete stuff rn nigger bitch USER not worth wish man rn would go fat black cunt,hatespeech
1179094437047091200_twitter,twitter,never forget kim petras defended dude drugged raped kesha,normal
1178971871011672064_twitter,twitter,true muslim follow quran cannot possess humanity,hatespeech
23878051_gab,gab,exactly rather die nigger sandnigger doctor,hatespeech
21777048_gab,gab,not offended counter semitism not outraged elite jews white countries not paying attention,hatespeech
1261352638274125824_twitter,twitter,USER satanic sluts parents warned,normal
1172057454810750977_twitter,twitter,USER USER living blood sweat illegal exploited immigrants not something proud,normal
1178309831289184256_twitter,twitter,still thinking bout camila x factor calling h sisters facebook making fun girls friend calling niggers dsl clown nose clown_face,normal
1188322219149156352_twitter,twitter,hoe w kid lololol,offensive
27287769_gab,gab,calling muzzrats asians disingenuous hell,hatespeech
18875062_gab,gab,yeah try bitch shove ar15 snow nigger ass,hatespeech
17490824_gab,gab,legal immigrants enter country properly wait get citizenship excuse come illegally answer none america wants legal immigrants help country thrive not bunch freeloaders looking handouts,normal
9432870_gab,gab,sure adding shitskin mix great move optics,offensive
19941799_gab,gab,come not date think racist fuck racist white woman time chink troll,offensive
13930278_gab,gab,look shootings muslimes canada,offensive
17933849_gab,gab,trumps calls shitskin countries shitholes lauded hero hillary called blacks super predators still villain power kike brainwashing,hatespeech
1142371416823742464_twitter,twitter,red velvet got called black old homophobic fandom loudly_crying_face,normal
1121775425443774464_twitter,twitter,spending addiction pay cash no need atm mama scared niggas might rob,normal
1187186514855378945_twitter,twitter,men refer women females steal,normal
25227528_gab,gab,gotta say woman love white boys not get hired days cunt feminazi demanding diversity choosing shitskins kin not want see men reduced payback bitch,hatespeech
1187130390894600194_twitter,twitter,bitches hoes not exist hoes know bo feminist,offensive
1178855380572442624_twitter,twitter,USER tbh really disappointed husband friend dykey sister not show make sweet love granite kitchen island pensive_face,normal
1145938479450337280_twitter,twitter,movie ghetto,normal
23219555_gab,gab,typical nigger father breed leave,hatespeech
1177665844018601989_twitter,twitter,news tacha fans support pride violence arrogance insolence bad behaviour girl disqualified supposedly good attitude USER nigerian people not known not condone behaviours bb naija,normal
4299781_gab,gab,lmao wow really not allow go around calling people kike twitter anymore lmfao banned,normal
4450471_gab,gab,think spicer going need start using videos charts graphs really teach media truth issues like violence chicago violent immigrants etc mere words not enough narrative heads strong,normal
1240177997526810624_twitter,twitter,USER google virus utter retard,offensive
21148969_gab,gab,bitch ass nigger USER illis wont debate scared yt making look like fool,hatespeech
1179088733636685830_twitter,twitter,banned remember white boy,normal
1171362714515640320_twitter,twitter,would not dap left hoe,offensive
5516681_gab,gab,reasons dislike reasons like take good bad specific answer answer like remain holocaust subject not mind,normal
21540552_gab,gab,family members died ww2 fucking retarded western countries detain saying obvious statements objective reality uk sick man europe,offensive
1179102626207686657_twitter,twitter,USER USER USER way better sonoma remember redneck jesus glenn also,normal
1992768_gab,gab,tradition brutal fights every black friday found walmart usually triggered minorities fighting shit made china not care fellow asians much would trade ghetto trash boatloads japanese koreans speekfreely maga gabfam,hatespeech
1179079184775335936_twitter,twitter,USER yeah cuz incel violence fucking epidemic movies cause violence joker outrage stupid movie chill,normal
13385286_gab,gab,referring de niro projects financed kike rapist harvey weinstein helps took english reading classes dummy,hatespeech
1175089240356601856_twitter,twitter,USER asshole immigrant tajikistan determine afghans fate impossible iran puppet piece shit,offensive
1087045766231732226_twitter,twitter,fake ass bitches want realest friends snake snake,offensive
11621332_gab,gab,keep way guys keep muzzies grooming gangs,hatespeech
12977861_gab,gab,larry says date time closet raghead certainly possibility would not rule philippines girlfriend originally zamboanga cotabato would raise big red flag raghead territory,hatespeech
10531067_gab,gab,libtard men getting pap smears libtard women getting peni enlarged,hatespeech
1178706531354894336_twitter,twitter,everyone united kingdom fucking retard every muslim united kingdom fucking retard every white person united kingdom fucking retard god hates british isles called kafiristan,offensive
1251411119576580096_twitter,twitter,USER USER rest world thinks racist homophobic sex criminal,offensive
1178820704562630656_twitter,twitter,USER wish felt way better person angry historic place means americans think white trash not belong,offensive
15130719_gab,gab,almost went holiday amsterdam year muzzie invasion not feel safe grounded drive wyoming come spring summer,hatespeech
1922657_gab,gab,undocumented immigrants living california granted driver licenses due california state law ab60 california department motor vehicles dmv expects least million illegal migrants issued driver license law late,normal
1180049440217948160_twitter,twitter,USER USER saying islam mental illness,offensive
1091151952107364353_twitter,twitter,dirty wife sluts want fun share pics crazy shit,offensive
1178996742773071873_twitter,twitter,shivaji companion fabled escape mughal internment agra madari mehtar muslim shivaji even extended courtesy sworn enemies like afzal khan st century rss rss roadmaps,normal
1164351453013712896_twitter,twitter,USER genuinely retarded,offensive
1246340638066585602_twitter,twitter,USER USER gay,normal
19661304_gab,gab,know u chippendales u queer homo face_with_rolling_eyes,offensive
16786829_gab,gab,talking intellectual ghettos age simply white not screaming leftist ghettoizes one white supremacist called something anyway w even enjoying advantages actually one seems something waste,normal
1179050016616468481_twitter,twitter,USER please not kill pensive_face,normal
13238512_gab,gab,cuz civic nationalism not work diversity inherently creates conflict every nd rd gen immigrant wants become american not humans inherently tribal civic nationalism tries undo favor creating tribe around flag fights human nature loses,normal
1170190402357465089_twitter,twitter,niggas parrots,normal
1091287948237176833_twitter,twitter,maria bartiromo record speed extremists host refugees administration legislation approvals,normal
5310714_gab,gab,not pinterest know not gay,offensive
16823274_gab,gab,nigger porch monkey tree fruit neggra niggress ol black joe,hatespeech
1178042198165774336_twitter,twitter,supa wanna dyke bad lmfao,offensive
23334966_gab,gab,support obvious fed niggershill kike wignat pipebombers good,hatespeech
1105942670239776773_twitter,twitter,hard border goes violence tryna make seem like brought upon,normal
22647656_gab,gab,juan much fucking stupid ass nigger juan get libtards like fucking nigger black democrat asshole exhausted statute limitations much way white gop fucking stupid ass feminist bush whore bitches like perino bitchtwat exhausted,hatespeech
16271379_gab,gab,no u not jewish israel4jewish people u wish u u nt like ur leaders instructed u not dance weddings arse jews original book like moham arabs u not,offensive
1179044917911400448_twitter,twitter,USER muslim refugee lies says persecuted converted religions reverts back islam getting indian citizenship taklu fooling bengalis fact dumped citizenship amendment bill opposition ne states,normal
1204753889129455617_twitter,twitter,confetti_ball confetti_ball hindu rashtra midnight party_popper party_popper one tight slap fiberals burnol jihadis sickulars folded_hands folded_hands thank modi zee folded_hands folded_hands,hatespeech
8999391_gab,gab,mudslimes got ran london karma motherfucker,hatespeech
1179049576562606080_twitter,twitter,USER USER justin trudeau jihadi apologist,normal
3749995_gab,gab,USER good start career criminal great start retard,offensive
1095377826625183744_twitter,twitter,USER gotta watch return paradise joakin phoenix shit never illegal shit countries,normal
24795931_gab,gab,let take faggots,hatespeech
22044487_gab,gab,not jews like oral sex close gas chamber,offensive
21359130_gab,gab,without clitoris women must ly theyll realise hungry,offensive
22145477_gab,gab,infrastructure required get energy ground socket wetback vag whose day old bridge collapsed miami last week might building power lines next,hatespeech
1178919349131845632_twitter,twitter,oh hey anon heard lungs collapsed haha crazy well tanner bought ribbed magnum condoms gonna go try see hell anon fucking incel faggot,offensive
20448576_gab,gab,negress dumb fuck scant chance understanding anything beyond size dick,hatespeech
1206395571562377216_twitter,twitter,days long gone dudes im gonna psychology hoe,offensive
1179104575095218179_twitter,twitter,USER false actual faggot know touch men way,offensive
1105345640412798976_twitter,twitter,USER hoes shit bro u cute hell,normal
17575783_gab,gab,bitch saudia arabia deported already,offensive
1177890061817397249_twitter,twitter,breona dyke rolling_on_the_floor_laughing,normal
19799018_gab,gab,eat ritual created jews bring sons closer god rabbi literally sucks bleeding dick fuck pagan rituals,hatespeech
16827584_gab,gab,important note empowers massive violence white children hundreds thousands raped tortured west uk nl de fr massive industrial scale farms muslims groom rape white kids rhetoric designed facilitate violence,offensive
1078247462807265280_twitter,twitter,USER really fucking hate,offensive
1208827122816618501_twitter,twitter,USER really going not let dongsung take fnc family photo even though years hate,offensive
1178993644629561345_twitter,twitter,stop telling women wear fam dead,normal
12903965_gab,gab,forgot add poor palestinian towel heads ask peaceful called rat jews not think say jew peaceful,hatespeech
2117709_gab,gab,USER time ban mudslime immigration lets not discriminate mudslime majorities,hatespeech
1108098060138229761_twitter,twitter,USER not news anchor suck trump maybe even secret gay lovers,normal
10683184_gab,gab,no not see anything whites already screwed no easy way trying sow confusion ranks seen concerted effort social media jewish power structure scared rise white consciousness working overtime,offensive
25271137_gab,gab,hope keeps stressing point unfortunately system probably get removed speaking truth france scared invading illegal moslem shite case react run riot even currently,hatespeech
1096036294629773312_twitter,twitter,USER USER maybe sturgeon offer room house along syrians refugees,normal
23363837_gab,gab,normal little muzrat lover anything go country present government house london six bedroomed manor house land country shropshire nice one corbyn scummy fake socialist,hatespeech
25532099_gab,gab,non european kike eurovision oh vey look fucking state,hatespeech
1122401198831652865_twitter,twitter,namjoon black hair ah bbm top social bts USER,normal
16432304_gab,gab,get trouble saying nigger towelhead,hatespeech
12451124_gab,gab,well really complicated guess stable domain not know iceland trying kike us right,hatespeech
1099333093058584577_twitter,twitter,USER rules rules leave ghetto door walk,normal
11624749_gab,gab,not even think probably got word word faggot john oliver either bots jewgle,offensive
18421440_gab,gab,even nigger parents not want nigger kids going schools large numbers nigger teachers nigger students,hatespeech
13405539_gab,gab,velcro headed shit skin darkies thinking_face,hatespeech
10603695_gab,gab,far left far right eventually embrace violence mutually destroy one another possibly leaving path clear truly sustainable egalitarian society played goddamn hard hilarious,normal
20635456_gab,gab,inherited mess boomers responsibility make sure gen z inherits better scenario need reverse globalist coordinated trend white displacement west obligation,offensive
1095130882778685440_twitter,twitter,USER progressives want gun safety laws want immigrants,normal
14793503_gab,gab,ya know fag spick lesbian bench also know meaning first happy days,hatespeech
22547075_gab,gab,good boy told no tales told no lies never saw chinaman flies,offensive
1178695628651552770_twitter,twitter,USER got white supremacists got fear mongers got unfeeling bigots wealthy elitists hate poor immigrants else wrong,normal
10653957_gab,gab,paul nehlan calls antifa instigating violence says uniteright right protest free speech wow guy getting better better needs beat guy stole eddie munster haircut paul ryan,normal
7025450_gab,gab,starting think trump hitler actually know mean say smart think im saying literally hitler retarded cant make saying,offensive
1216226375889293314_twitter,twitter,hate accidentally fall ghetto,offensive
1178791069032603648_twitter,twitter,ok hunting niggers god tweakin month,hatespeech
27662596_gab,gab,agh waters world dem negresses remarks god dayum,hatespeech
1178758896544079877_twitter,twitter,well ever wanted sum greasy hook nose performance deep block behind team lingard pereira front lmao cant wait get sack,normal
1104779161930006530_twitter,twitter,USER hire illegal aliens nanny save money,offensive
1178762592946442245_twitter,twitter,better yet call becky hoe pxy,normal
1110220889688145921_twitter,twitter,faggot gay dyke no homo,offensive
4304007_gab,gab,american fakenews could take trumps speech uniting everyone make america first turn nazi propaganda line shame chris mathews time erica,offensive
1145350924543692800_twitter,twitter,USER rather people lived amongst immigrants cunts like plain enough english,offensive
24803734_gab,gab,looks like slipping used wipe way muzzies,hatespeech
27646911_gab,gab,tens thousands moslems eid ramadam whatever hell call prayers bensonhurst park new york places bet cucked faggot USER probably get business travelling gay interracial gloryhole,hatespeech
1178868025912463361_twitter,twitter,USER cometely agree playbook around since white men wanting take back country frighteningly similar post reconstruction violence terror,normal
1178755414566916096_twitter,twitter,whoever rtd yuta opening dyke salon tweet onto timeline know op actually lesbophobic lol,offensive
1182391329013325824_twitter,twitter,car much work tired gas changing oil need new brakes tires ghetto,normal
1179096561416060928_twitter,twitter,USER fuck language streets also got notice no pc bullshit lady children raped dare say language exactly not enough done busy pissing niceties,normal
1144544317953826816_twitter,twitter,thank god islam made circumcision obligatory seen uncircumcised dicks ugly looking things face_with_medical_mask,offensive
25117494_gab,gab,welcome one hope everyone great weekend big job garden tomorrow getting spick span winter washout nice day accounts got plans brit fam,normal
14831757_gab,gab,would watch shitty vids tell retard hero worship clouding judgement nazi shit always fad fun nazipost pre trump spook normies stale best luck busted vids aesthetic tho,offensive
16337650_gab,gab,gonna laughing ass faggots run twitter realize much fucked app one foul move,hatespeech
1179052904642166784_twitter,twitter,put pressure nigga gone run weak bitch everytime double_exclamation_mark face_vomiting,normal
1118264738478198784_twitter,twitter,homies get gloves settling shit not women thinking_face,normal
20057914_gab,gab,laws regarding immigration system isnt going keep dems circumventing system breaking law allow mass immigration muslims mexicans thing done stop mass immigration start throwing dems jail happens immigrants flow like water,normal
18848319_gab,gab,least not look like man like percent negresses remaining percent look like hermaphrodites lol btw mute niggers go ahead reply like retarded monkey knowing never read ooks eeks,hatespeech
1200173657605263360_twitter,twitter,cranberry bullshit ghetto jello,normal
1179043287916634112_twitter,twitter,USER indisputable fact majority illegal immigrants india muslim policy tackle issue illegal immigration irrespective religion suggestions,normal
26835466_gab,gab,world population trying pretend obama jarrett clintons not love muzzies jews laughable keep laser focused jews ok someone stay behind,offensive
1267138396423667712_twitter,twitter,USER thank finally white person stating facts,normal
24390238_gab,gab,noted not deny nigger lover run along not got time waste replying sluts like ok nice night,hatespeech
14973902_gab,gab,twitter going get bought could really careless happens liberal retard company want buy money im happy twtr,normal
1179092292436660224_twitter,twitter,USER wait starts earnest muslim grooming gangs operating uk years literally thousands young girls raped abused police authorities paralyzed political correctness irredeemably shameful,normal
25821391_gab,gab,shaming campaign homeowners use beaner labor order,hatespeech
16057562_gab,gab,justin retarded asshole walks around feet mouth,offensive
1179096305911513088_twitter,twitter,might think dumb slut know actually intellectual slut,normal
1178889620639105024_twitter,twitter,USER slack jawed knuckle dragging mouth breathing toothless inbred redneck backwoods uneducated hillbilly hicks republican party,normal
2805867_gab,gab,university pennsylvania gone total retard removing portrait william shakespeare inclusive enough brave new world,offensive
1179071888842035200_twitter,twitter,rmv almost hour hear aggressive white boy fail permit test,normal
1179082441727893504_twitter,twitter,not dramatic think contributed put reading bc majority spaces feel exact straight women lauding wanting gay men best friends shunning lesbians,normal
9849295_gab,gab,totally sure dindunuffin grandpa mean day age literally tyrannical ask woman show little bit public decency not fuck random niggers behind back care child actually signs though,hatespeech
1179048156224540677_twitter,twitter,imagine much progressive liberal muslim countries majority shia,normal
1178305709542236169_twitter,twitter,USER USER people used believe white people high lsd,normal
1178725572257689601_twitter,twitter,amber rose new bd look like dyke loudly_crying_face,hatespeech
24916185_gab,gab,percent kike move,hatespeech
21683093_gab,gab,perhaps chinese nepalese horrible insult really not say muslim know muslim culture rape children,hatespeech
17143640_gab,gab,yo getting drunk fuck not good post drunk inner nazi comes not nice fellow,offensive
16281001_gab,gab,feels realize yo girl ran nigger,hatespeech
14366624_gab,gab,geez dare straight white male want involved community try make difference actual genderfluid trans quad demisphere poc willing bitch not given enough,offensive
1178177146910629888_twitter,twitter,flashback heyday souls fandom online content unsubscribing souls content creator like every week could not stop slipping faggot retarded video funny haha,normal
1178805274209071105_twitter,twitter,USER USER USER USER USER USER not lazy butt hurt americans lazy compared african countries fact not nearly enough reason not want african immigrants not enemy white supremacy,normal
10888163_gab,gab,since kenyan moslem became president,hatespeech
1083000787830095873_twitter,twitter,USER ass face_with_tears_of_joy damn near retarded person_facepalming light_skin_tone male_sign love rolling_on_the_floor_laughing smiling_face_with_hearts,normal
1178349554908958726_twitter,twitter,knew fucked last night saw black party buses full white kids pull lion said ah shit colonizers,normal
1187113823397920768_twitter,twitter,hottest picture ever red white bathing suit free dick pictures boobs clips bra panty photo,normal
1178772817950543872_twitter,twitter,not think bf knew getting relationship cause shoot white ass keep leaving read,normal
1179029756853010432_twitter,twitter,mind mufuckin business hurt bitch feelings today please double_exclamation_mark,offensive
9788820_gab,gab,hope nigger poachers get tortured death slowly,hatespeech
9707521_gab,gab,mike feed queers steers pence lol ok,hatespeech
9755942_gab,gab,usually not talk black white crime terrorism ghetto blacks animalistic complexly articulate ideology terrorism defined violence political goal though black anti white race warfare popular forms combined,hatespeech
1178675656634372096_twitter,twitter,USER USER shut nigger,hatespeech
5939894_gab,gab,msn com bury obama called slaves immigrants story shame pr arm leftists not hard conclude average american disgraceful media left sadly not people,offensive
8451723_gab,gab,rags got forced fuck lands good ones co dune coons blame bastards back shit hole,hatespeech
1081230732834603009_twitter,twitter,mds bui niggas gat diving conch class,normal
15516283_gab,gab,one raped homosexual gay one right must genetic,hatespeech
1178918143718297601_twitter,twitter,USER never seen fabricates whites harassed breaking news countries neighborhood one white lady pressed serious charges black boy harassment much investigation found lying breakingnews,normal
1142202017282240512_twitter,twitter,gay ask bro strap flushed_face raised_hand medium light_skin_tone,offensive
13318606_gab,gab,hang piece moslem shit nuts rusty wire not work try neck,hatespeech
3918728_gab,gab,USER every nigger must pay back welfare entitlements,hatespeech
1179058382004576258_twitter,twitter,USER chinaman satanist lee hsien loong criminals audible talks wellington circle singapore always negative screenshot put profile facebook date lee hsien loong disloyal criminals lawyers,normal
12409558_gab,gab,sarcastic like retarded purpose,offensive
15130993_gab,gab,no way another black guy murdering another white person not mean say hate crime would racists even say plus percent black children not fathers crime problem would hate crime would not,offensive
1212081965643583489_twitter,twitter,sucking dick gay not asking,offensive
22595106_gab,gab,ghetto,normal
1179101615292370949_twitter,twitter,USER run doctor faggot joke back though,normal
1178874997760122880_twitter,twitter,USER ship queer sounds like exact gay pirate vibe craving whole life,normal
1179103240555831303_twitter,twitter,USER true gay people still beaten killed high rate lgbtq children largest group homeless youth gay people first killed holocaust gay also illegal n country pretty recently,normal
20477640_gab,gab,know work many indians sikhs almost hard working polite honourable people like blacks jews queers liberals,normal
1178490066735288321_twitter,twitter,changed mind jotaro hates women respects dykes hold nothing contempt,offensive
1169994129901666304_twitter,twitter,kind asian idk bby hut something abg white washed,offensive
1170181103577182211_twitter,twitter,not obligated date broke nigga mfs try make feel bad standards,normal
1179100563687886848_twitter,twitter,USER hahahahaha fucking hate face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy skull skull skull,normal
1098387084547686400_twitter,twitter,bitch get shit fag dom bitch not fag,offensive
12760010_gab,gab,plenty not public many ppl races gay ppl etc becoming red pilled days,normal
24198611_gab,gab,lol resourceful laugh not condoning violence obviously almost charmingly ghetto limited basic materials like super edgy teen would make,normal
1268081343096741891_twitter,twitter,USER wll bet percent names list would muslims,normal
19639324_gab,gab,amazing long USER talked without giving answers learned way USER thoughts life sargon thought jews could bloviate hard hm,hatespeech
4008588_gab,gab,muslims enslaving raping white women years european painters calling attention centuries today no one cares enjoy raped european white women,offensive
1178666966514651137_twitter,twitter,USER USER USER yup true lot jews ancestry people still consider white real rulers world lol,normal
1179084295748620288_twitter,twitter,democrats still give crap illegal aliens wall racism white supremacy child trafficking drugs guns hookers else oh yeah fake whistleblower face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,normal
1178730697336508419_twitter,twitter,USER USER remainers love fake news meanwhile real world everyone canyon nazis action,normal
14059560_gab,gab,hpv causes cancer scam introduced goyim make mega shekels yet another bogus kike vaccine goyim gardisil girls boys not buy kosher bullshit bro,hatespeech
16672566_gab,gab,japan not problem moslem terrorists rape gangs negro gangsters ruining country,hatespeech
12440268_gab,gab,treating black folk retarded not handle construction criticism countries laws social expectations difference right right virtue signalers often white savior progressives,offensive
1142870341846536192_twitter,twitter,lmaoaao bitch stop trying relevant move tf hoe,offensive
25559889_gab,gab,understand nazi faggot code calling quits knew would fag lol,hatespeech
23590591_gab,gab,shut nigger kike learn math niggers commit aggravated assault rate whites keep eating soy feminised cuck enjoy replaced baboons never get outer space ever,hatespeech
13956490_gab,gab,not hate blacks hate fact perceived crime say word nigger one chooses,offensive
17637792_gab,gab,speaking sexual harassment abuse presidential level responding tweet summarizing oprah speech famous bill clinton sexual abuse victim juanita broaddrick said following,normal
14972010_gab,gab,blackpill still babies someone call bill gates operation sterilize beaners failed,hatespeech
1263874019989880834_twitter,twitter,USER dang hate married seem cool still probably say lol want offend ya,normal
13987289_gab,gab,soon mudsharks start afraid walk streets good need mudshark shaming ass kicking,hatespeech
15982980_gab,gab,alex jones falsely reporting franks not want sex women tried pay surrogate mothers,normal
1178679137357180928_twitter,twitter,white ppl say nigger shit face_with_tears_of_joy skull,offensive
1272737659190943744_twitter,twitter,u wanna gay sad faggot u wanna dope sweet,offensive
1179049273872154625_twitter,twitter,USER given refugee muslim majority countries killing hindu sikh christian muslims illegally immigrate nothing else,normal
1178760494364200960_twitter,twitter,USER USER another hoax caucasians crap keeps happening white folks white privilege keep hearing,normal
1179058458160705537_twitter,twitter,USER impregnated mean raped omg,normal
4061429_gab,gab,USER absolute piece america hating muslim terrorist traitor ghetto trash,offensive
1179088310448394241_twitter,twitter,USER fact annual report department justice shows whites commit violence blacks time blacks hand choose white victims half time,normal
16088290_gab,gab,sustainable thousands children us without trappings way race matters tribe white western european men women come first others meaningless kind kind,normal
1223091900422316032_twitter,twitter,yall voted dyke shorts kyle lowry derrick rose whoever voted lowry ashamed,normal
1178369412589608962_twitter,twitter,USER thats honestly retarded rude ur hating year old kids ik toxic rude mean full lies u,hatespeech
1178805036228460545_twitter,twitter,bad woman curve assum lesbian retard,offensive
8057104_gab,gab,true dat take daughter see little spic whore troop gyrating stage baboons already put road death depravity ahmed sped things,hatespeech
4463291_gab,gab,also fucked curry nigger briefing not even know trump name said president awkward silence still got ask question indians not allowed press briefings either lighter skinned indian woman annoying,hatespeech
3346655_gab,gab,maga speakfreely gabfam someone call american niggers terrorists bet nasty refugees mall fights christmas someone would proposed solution,hatespeech
1079530773550526464_twitter,twitter,lil pump deadass used racial slur towards asians lyrics bts ass stench,offensive
4606380_gab,gab,globalist eu jew whores sneering trump halt sand nigger immivasion exposing weaklings cultural marxist cowards,hatespeech
26592380_gab,gab,course wanted grammar nazi feeling mildly retarded today,normal
1179104697505857536_twitter,twitter,new white bitch mario kart op,offensive
13295800_gab,gab,every jew including nyc rabbis ortho jews insist adam eve not god prototypical humans also jews smdh,normal
